category,date,description,name,picture,price
Getränke,2022-03-21,"Je 0,75-l-FlascheRebsorte: CuvéeGeschmacksrichtung: Trocken89 Falstaff Punkte Tasting 2021Ein exklusiver Zusammenschluss von WinzernDer neue Jahrgang ist da! Sorgfältig selektionierte Trauben verleihen sommerlich-frische Aromen von Honigmelone, Litchi, Mirabelle und Pfirsich.","
                        HEIMLESE 2020 Cuvée weiß QbA, Rheinhessen 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112100324,"
				€ 3,99
			"
Getränke,2022-03-21,Erleben Sie spanisches Temperament in der praktischen 3-Liter-Bag-in-Box.Mit diesem trockenen Rotwein aus der beliebten Traubensorte Syrah sind Sie bestens gerüstet für die nächste Party.Fruchtbetont und vollmundig im AbgangNach Anbruch ist der Wein bis zu 4 Wochen haltbar.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trocken,"
                        Bag-in-Box Syrah IGP trocken 3l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030076-1,"
				€ 4,99
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheNach traditionellem Rezept hergestelltMit intensiven Aromen von Wacholderbeeren und KräuternPur oder mit Tonic Water ein erfrischender GenussPerfekt geeignet zum Mixen von CocktailsAlkoholgehalt: 37,5 % Vol.Ab 18 Jahre","
                        Johnsen London Dry Gin 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030075-1,"
				€ 5,99
			"
Getränke,2022-03-21,"Je 0,375-l-FlascheTrocken","
                        Merlot oder Pinot Grigio 0,375 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112160442,"
				€ 1,79
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheRebsorte: RieslingGeschmacksrichtung: TrockenDie Trauben stammen aus gutseigenen Lagen. Der Verband Deutscher Prädikatsund Qualitätsweingüter e. V. (VDP) steht für sehr hohe QualitätsansprücheGeschmeidig aus RüdesheimQualität aus Deutschland","
                        Weingut Johannes Leitz Riesling Rheingau QbA mit VDP-Siegel 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112100320,"
				€ 6,99
			"
Getränke,2022-03-21,"Hergestellt nach dem deutschen Reinheitsgebot von 1516Mit König-Hefe und deutschem Hopfen aus der Hallertau gebrautAlkoholgehalt: 4,9 % Vol.Ab 16 Jahren0,5-l-Dose","
                        König Pilsener 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202102260661,"
				€ 0,89
			"
Getränke,2022-03-21,"Mild-hopfig im GeschmackMit weichem Brauwasser gebrautAus Hallertauer Hopfen und SommergerstenmalzBrautradition seit über 260 JahrenAlkoholgehalt: 4,8% Vol.Ab 16 Jahren0,5-l-Dose","
                        Warsteiner Pils 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030074-1,"
				€ 0,79
			"
Getränke,2022-03-21,"Je 0,5-l-DoseUntergäriges Pils aus TraditionsbrauereiFeinherb im GeschmackStammwürze: 11,5%Alkoholgehalt: 4,9 % Vol.Ab 16 Jahren","
                        Licher Pilsner 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210029,"
				€ 0,89
			"
Getränke,2022-03-21,"Weißwein aus der Europäischen Gemeinschaft, praktisch verpackt.Im Glas mit dezenten Fruchtaromen und angenehmem, unkomplizierten Geschmack.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: lieblichHerkunft: EURebsorte: Diverse","
                        Weißwein lieblich 1,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202105110005,"
				€ 1,39
			"
Getränke,2022-03-21,"Der Klassiker aus der Stuttgarter Hofbräu BrauereiWürzig-frisch im GeschmackStammwürze: 11,5 %Alkoholgehalt: 4,9 % Vol.Ab 16 Jahren0,5-l-Dose","
                        Stuttgarter Hofbräu Pilsener 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150277-1,"
				€ 0,79
			"
Getränke,2022-03-21,"Kräftig und herbBrau-Tradition aus HomburgAlkoholgehalt: 4,8 % Vol.Ab 16 Jahren0,5-l-Dose","
                        Karlsberg Urpils 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030069-1,"
				€ 0,75
			"
Getränke,2022-03-21,Vielfältige Charaktere in einem Wein vereint.Aromatische Cuvée ausgesuchter Qualitätsweine.Fruchtiger Weißwein mit einer fein mineralischen Note.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: lieblichAnbaugebiet: Rheinhessen oder Pfalz,"
                        SONNENECK Cuvée weiß QbA Rhh./Pfalz 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210030-1,"
				€ 2,29
			"
Getränke,2022-03-21,"Je 0,5-l-Dose","
                        Löwenbräu Original 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202009080447,"
				€ 0,79
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheDieser trockene Fairtrade-Wein bringt südafrikanische Lebensfreude ins Glas.Die Rebsorten Shiraz und Pinotage machen ihn zu einem fruchtigen und kräftigen Rotwein.Ein Genuss für Rotwein-Fans!Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trocken","
                        African Rock Selection Shiraz Pinotage 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105110004,"
				€ 2,89
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 200-g-Becher1,8 % Fett","
                        MILSANI BiACtiv fettarmer Joghurt 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202250622,"
				€ 0,35
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 400-g-PackungVerschiedene Sorten:
	Aus feinem RindfleischKüchenfertig für die Zubereitung in der Pfanne oder auf dem GrillPerfekt zu Pommes frites und Salat","
                        BBQ Hamburger vom Rind 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011040427,"
				€ 2,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 125-g-Packung,"
                        GOLDSTEIG Emmentaler hauchdünn 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202108170090,"
				€ 1,79
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 200-g-DoseVersch. Sorten:
	","
                        Landwurst 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150275-1,"
				€ 2,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 450-g-Packung15 Stück,"
                        IGLO Fischstäbchen 450g
                    ",https://s7g10.scene7.com/is/image/aldi/202109290027,"
				€ 3,69
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 190-g-BecherVersch. Sorten:
	","
                        EHRMANN Grand Dessert 190 g
                    ",https://s7g10.scene7.com/is/image/aldi/202109290062,"
				€ 0,89
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 250-g-GlasVersch. Sorten:
	","
                        MEHLIG & HELLER Familienwurst 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150263-1,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 250-g-Packung,"
                        HEINZELMANN Fleischsalat 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150287-1,"
				€ 2,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 1-l-Packung,"
                        FRANKENLAND Vollmilch, 3,5 % Fett
                    ",https://s7g10.scene7.com/is/image/aldi/202202150261-1,"
				€ 1,05
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 200-g-PackungVersch. Sorten:
	","
                        COBURGER Käse 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150250-1,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 320-g-Packung,"
                        WAGNER Steinofen Pizza 320 g
                    ",https://s7g10.scene7.com/is/image/aldi/202108270000,"
				€ 2,69
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 4 x 100-g-Becher = 400-g-Packung,"
                        ZOTT Monte® Maxi 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110100457,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 400-g-Packung,"
                        KUNZLER Lyoner 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202108170075,"
				€ 3,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 450-g-Packung,"
                        HENNE&HAHN Hühnerfrikassee 450 g
                    ",https://s7g10.scene7.com/is/image/aldi/202108060001,"
				€ 1,59
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 250-g-PackungVersch. Sorten:
	","
                        COBURGER Käse 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150254,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 600-g-PackungSeparat zubereitete Sauce im Glas (200 g) und Pizzateig (400 g)Frischer Pizzateig zum Backen im OfenHerrlich luftig nach dem AufbackenNach Belieben belegbarBackzeit: 15 bis 20 MinutenHergestellt in Frankreich,"
                        CUCINA NOBILE Pizzateig mit Tomatensauce 600 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110060040,"
				€ 1,59
			"
Kühlung & Tiefkühlkost,2022-03-21,Schweinenacken mit KnochenFür Pfanne oder GrillAus der KühlungJe 700-g-Packung,"
                        meine METZGEREI Frisches Schweinenacken-Kotelett 700g
                    ",https://s7g10.scene7.com/is/image/aldi/202009030030-1,"
				€ 3,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 150-g-PackungMild geräuchertExtra magerServierfertig gewürfelt,"
                        Gut Drei Eichen Schinkenwürfel 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011120062,"
				€ 1,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Aus dem Schweineschinken geschnittenNach Gyros-Art gewürztFür die PfanneKüchenfertig aus der Kühlung500-g-Packung,"
                        meine METZGEREI Frisches Gyros 500g
                    ",https://s7g10.scene7.com/is/image/aldi/202009030032-1,"
				€ 3,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 360-g-Packung,"
                        LANDFREUDE Schwäbische Maultaschen 360 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101270256,"
				€ 1,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 400-g-Packung,"
                        Gut Drei Eichen Wiener Würstchen 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110010273,"
				€ 2,59
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 250-g-BecherDoppelrahmstufe,"
                        CUCINA® Mascarpone 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210453,"
				€ 1,39
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 250-g-PackungVon Hand gesalzenHerzhaft geräuchertServierfertig gewürfelt,"
                        Gut Drei Eichen Schinkenwürfel 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011120069,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 1-kg-PackungVersch. Sorten:
	Ideal als Beilage und Zwischenmahlzeit","
                        WONNEMEYER Salatschale 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202101270074,"
				€ 1,59
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 100-g-PackungCUCINA NOBILE: Unsere Marke für traditionellen italienischen Genuss nach Original-Rezepten,"
                        CUCINA NOBILE Prosciutto 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112220009,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 375-g-PackungFrischfleischVom Jungbullen Qualität aus Deutschland,"
                        MEINE METZGEREI Hüftsteaks 375 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111030062,"
				€ 6,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 100-g-PackungDLG-prämiert,"
                        TESOROS DEL SUR Serrano-Schinkenspezialität 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150245-1,"
				€ 1,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 80-g-PackungDLG-prämiert,"
                        TESOROS DEL SUR Serrano-Schinkenspezialität 80 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150238-1,"
				€ 1,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Nach italienischer RezepturHoch aromatisch und herrlich pikant im GeschmackPur oder auf Brot sehr leckerAuch für würzige Soßen perfekt geeignet200-g-Packung,"
                        CUCINA Gorgonzola Pikant 200g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210213,"
				€ 1,79
			"
Kühlung & Tiefkühlkost,2022-03-21,"Verschiedene Sorten:Original-französische SpezialitätSchmeckt herrlich auf Brot, Brötchen oder BaguettePerfekt für die KäseplatteMit Weintrauben oder Feigensenf eine Delikatesse200-g-Packung","
                        ROI DE TREFLE Französischer Weichkäse 200g
                    ",https://s7g10.scene7.com/is/image/aldi/202103290924,"
				€ 1,19
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 100-g-PackungZum Braten Hauchdünn geschnitten,"
                        Gut Drei Eichen Bacon 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011120061,"
				€ 0,99
			"
Getränke,2022-03-21,"Mit ihren sonnigen, steil zum Neckar abfallenden Weinbergen zählt die Weinregion Stuttgart zur Spitzenklasse der Württemberger Weinlagen.Milde Jahrestemperaturen begünstigen den Weinbau und bringen Weine höchster Qualität hervor, wie auch diesen feinfruchtig-eleganten und kraftvollen Trollinger.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: WürttembergHerkunft: Deutschland","
                        Trollinger Württemberg QbA aus der Lage Stuttgarter Weinsteige 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270119,"
				€ 3,99
			"
Getränke,2022-03-21,"Je 10 x 0,2-l-PackungVersch. Sorten:
	Wunderbar fruchtigPerfekt zum Mitnehmen in die Schule oder ins BüroIdeales Pausengetränk","
                        rio d'oro Fruchtsaftgetränk 10 x 0,2 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110260070,"
				€ 1,39
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheGieße dir weichen und feinen Geschmack ins Glas und lehn dich zurück.Alkoholgehalt: 38.0 % Vol.Herkunft: Griechenland","
                        AKROPOLIS Griechischer Weinbrand 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202009030024-1,"
				€ 6,79
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 125-g-PackungVersch. Sorten:
	","
                        ALMARE Stremellachs 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202102190048,"
				€ 2,39
			"
Getränke,2022-03-21,,"
                        Pfungstädter Natur Radler 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270104,"
				€ 0,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 500-g-BecherMit Frischkäse und frischen Gurken,"
                        WONNEMEYER Zaziki 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011180150,"
				€ 1,19
			"
Getränke,2022-03-21,"Mit Noten von Kirsche, Himbeere und Kräutern überzeugt dieser Schwarzriesling in der Nase.Am Gaumen präsentiert er sich saftig mit einer feinen Süße und wunderbar dezenten Tanninen.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: lieblichAnbaugebiet: WürttembergHerkunft: Deutschland","
                        COLLECTION WÜRTTEMBERG Schwarzriesling Qualitätswein QbA 1l
                    ",https://s7g10.scene7.com/is/image/aldi/202009080485,"
				€ 3,79
			"
Getränke,2022-03-21,,"
                        Hacker-Pschorr Münchner Hell 0,5l
                    ",https://s7g10.scene7.com/is/image/aldi/202008270102,"
				€ 0,89
			"
Getränke,2022-03-21,"Den Duft prägen Aromen von Mirabellen und Zitrusnoten, am Gaumen zeigt er einen ausgewogenen Geschmack mit einer feinen Säure.Er passt hervorragend zu hellem Fleisch, Fischen und Meeresfrüchten sowie zu elsässischer Küche.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: ElsassHerkunft: Frankreich","
                        Riesling Vin d'Alsace AOP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210005,"
				€ 3,99
			"
Getränke,2022-03-21,Diese Württemberger Weißwein aus der Rebsorten Riesling überzeugt mit fruchtigem Geschmack.Ein echter Genuss im Glas! Nicht nur zum „Vierteles schlozen“.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: halbtrockenAnbaugebiet: WürttembergHerkunft: Deutschland,"
                        COLLECTION WÜRTTEMBERG Riesling Qualitätswein QbA 1l
                    ",https://s7g10.scene7.com/is/image/aldi/202009080484,"
				€ 2,89
			"
Getränke,2022-03-21,Die malerische Provence ist der größte Produzent von hochwertigen Roséweinen in Frankreich.Auf kargen Böden entstehen bei hoher Lufttrockenheit die weltweit bekannten Roséweine mit ihrem unverwechselbar zarten Farbton.Weinstil: Roséwein stillTrinktemperatur: 8 – 10 °CGeschmack: trockenAnbaugebiet: ProvenceHerkunft: Frankreich,"
                        Côtes de Provence AOP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202009110240,"
				€ 4,99
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheGeprägt von der Region – typisch mineralisch und feinfruchtig.Elegant eingebundene Säure und dezent blumiges Aroma.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: feinherbAnbaugebiet: Mittelrhein","
                        Riesling Mittelrhein QbA 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210011,"
				€ 2,99
			"
Getränke,2022-03-21,Am Gaumen prägen Aromen von Süßkirschen und Pflaumen sowie ein harmonisches Finale den Charakter.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: NiederösterreichHerkunft: ÖsterreichRebsorte: Zweigelt,"
                        Zweigelt Österreich Qualitätswein 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104130456,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 0,5-l-PackungTrinkhalm aus Papier","
                        MILSANI H-Schoko Drink 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202106080000,"
				€ 0,55
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 200-g-BecherVerschiedene Sorten:
	Cremig und aromatischIdeal als Brotaufstrich sowie zur Verfeinerung von Suppen, Saucen, Pasta und AufläufenUngekühlt, praktisch auch für Picknick, Camping oder Reise","
                        Hofburger Schmelzkäsezubereitung 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202103290919,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 500-g-Becher,"
                        MILSANI Reine Buttermilch 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012170207,"
				€ 0,39
			"
