description,name,price
Verschiedene Sorten:StreichzartPortioniert in achthandliche Käse-Ecken250-g-Packung,"
                        Hofburger Schmelzkäse Ecken 250g
                    ","
				€ 1,59
			"
"Verschiedene Sorten:
	Besonders milder und cremiger JoghurtIdeal als kleines DessertPraktisch für unterwegs4 PortionenAus der Kühlung400-g-Packung","
                        Desira Joghurtminis mild 4 x 100 g
                    ","
				€ 0,79
			"
,"
                        ROI DE TREFLE Französischer Schnittkäse 200g
                    ","
				€ 2,29
			"
"Je 200-g-PackungJe 150 g Lachs + 50 g SauceVersch. Sorten:
	","
                        ALMARE Lachsspezialität 200 g
                    ","
				€ 3,49
			"
Je 250-g-BecherDoppelrahmstufe,"
                        CUCINA® Mascarpone 250 g
                    ","
				€ 1,39
			"
Je 1-kg-PackungFür 17 Portionen,"
                        LANDFREUDE Reibekuchenteig, frisch 1 kg
                    ","
				€ 1,59
			"
"Je 1-kg-PackungVersch. Sorten:
	Ideal als Beilage und Zwischenmahlzeit","
                        WONNEMEYER Salatschale 1 kg
                    ","
				€ 1,59
			"
"Verschiedene Sorten:
	Cremiger JoghurtKnuspriges Topping in separatem FachEin Hochgenuss für kleine und große Joghurt-FansAus der Kühlung175-g-Becher","
                        Desira Joghurt Crisp 175g
                    ","
				€ 0,29
			"
Je 260-g-PackungFür den Grill und für die Pfanne,"
                        GUT bio Bio-Bratwurstsortiment 260 g
                    ","
				€ 3,29
			"
"Verschiedene Sorten:
	Wenig KalorienVollmundiger GeschmackLecker als Dessert oder ZwischenmahlzeitAus der Kühlung250-g-Becher","
                        Desira Fettarmer Fruchtjoghurt 250g
                    ","
				€ 0,34
			"
"Je 125-g-PackungAbtropfgewicht 125 gVersch. Sorten:
	Passt wunderbar zu SalatenLeckere Einlage in TomatensuppenGut geeignet zum Überbacken","
                        CUCINA ® Mozzarella 125 g
                    ","
				€ 0,59
			"
Je 500-g-Becher,"
                        MILSANI Reine Buttermilch 500 g
                    ","
				€ 0,39
			"
"Teilentrahmt und wärmebehandelt7,5 % FettIdeal zum Genuss im Kaffee340g-Packung","
                        Milsani Kondensmilch 7,5% Fett 340g
                    ","
				€ 0,59
			"
"Je 100-g-PackungVersch. Sorten:
	","
                        GÜLDENHOF Fettreduzierte² Geflügel-Salami 100 g
                    ","
				€ 0,99
			"
"Je 125-g-PackungVersch. Sorten: 
	","
                        GUT bio Bio-Salami 125 g
                    ","
				€ 1,99
			"
Je 500-g-Packung,"
                        MEINE METZGEREI Schnitzel vom Schwein 500 g
                    ","
				€ 3,79
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        GUT bio Käse-Variationen 200 g
                    ","
				€ 2,99
			"
"Je 0,75-l-Flasche","
                        Bad Dürrheimer Natürliches Mineralwasser 0,75 l
                    ","
				€ 0,59
			"
Die würzigen Aromen umrahmen Grillfleisch auf beste Art und Weise.Auch zu einem Käsebuffet empfiehlt sich dieser Rotwein sehr.Weinstil: Rotwein stillTrinktemperatur: 14 – 16 °CGeschmack: trockenAnbaugebiet: FrankenHerkunft: Deutschland,"
                        Franken Domina QbA 0,75l
                    ","
				€ 4,29
			"
"Je 0,5-l-Dose","
                        Kulmbacher Edelherb Pils 0,5 l
                    ","
				€ 0,79
			"
"Je 125-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Knusper-Eier 125 g
                    ","
				€ 1,29
			"
"Je 225-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Fondant Osterfiguren 225 g
                    ","
				€ 0,89
			"
Je 150-g-Packung,"
                        SUN SNACKS Kessel-Chips 150 g
                    ","
				€ 1,09
			"
"Je 200-g-PackungGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten
	","
                        GOURMET FINEST CUISINE Belgische Trüffel 200 g
                    ","
				€ 1,99
			"
Je 50-g-Packung,"
                        FARMER NATURALS Pinienkerne 50 g
                    ","
				€ 2,79
			"
"Je 150-g-PackungGefüllt mit ganzen MandelnGOURMET FINEST CUISINE: Unsere Marke für festliche Köstlichkeiten und besondere Spezialitäten in herausragender Qualität. Unser Saison-Genuss, ab sofort wieder in deiner FilialeVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Schoko-Datteln 150 g
                    ","
				€ 2,99
			"
Verschiedene Sorten:Fruchtig-frischer GeschmackVegetarisch250-g-Beutel,"
                        Sweet Land Fruchtgummi 250 g
                    ","
				€ 0,99
			"
Je 150-g-Packung30 % weniger Fett als herkömmliche Kartoffelchips,"
                        Sun Snacks Light Chips 150 g
                    ","
				€ 0,99
			"
Je 300-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Oster-Mischung 300 g
                    ","
				€ 1,89
			"
Je 175-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Osterhase 175 g
                    ","
				€ 0,99
			"
Je 150-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Nugat-Eier 150 g
                    ","
				€ 1,49
			"
Je 200-g-Packung,"
                        FARMER NATURALS Feinste Nuss-Variation 200 g
                    ","
				€ 2,49
			"
"Je 3 x 170 ml = 510-ml-PackungVersch. Sorten:
	","
                        MUCCI Spezialitätenbecher 510 ml
                    ","
				€ 1,29
			"
"Je 350-g-PackungVersch. Sorten:
	","
                        SWEET LAND Veggie Gums 350 g
                    ","
				€ 0,99
			"
Je 200-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Riesen-Knusper-Ei 200 g
                    ","
				€ 2,99
			"
"Je 150-g-HaseOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Medaillon-Sitzhase 150 g
                    ","
				€ 1,49
			"
"Je 200-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Nugat-Créationen 200 g
                    ","
				€ 1,99
			"
"Je 125-g-PackungAus Edel-VollmilchschokoladeOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Choco-Minis 125 g
                    ","
				€ 1,69
			"
Je 100-g-Packung,"
                        CHOCEUR Nussknacker 100 g
                    ","
				€ 0,79
			"
Je 100-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Osterbaumstamm 100 g
                    ","
				€ 0,69
			"
Je 10 x 15 g = 150-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Schoko-Hasen am Stiel 150 g
                    ","
				€ 0,99
			"
Je 150-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Blätterkrokant-Eier 150 g
                    ","
				€ 0,99
			"
Je 250-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Waffel-Eier 250 g
                    ","
				€ 0,99
			"
"Verschiedene Sorten:
	Lang anhaltender GeschmackVorteilspackungJe 65-g-Packung","
                        Wrigley'S Extra Orbit 65 g
                    ","
				€ 1,49
			"
Je 150-g-Packung30 % weniger Zucker (als LEIBNIZ Butterkeks Original),"
                        LEIBNIZ Butterkeks 150 g
                    ","
				€ 1,19
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        LEIBNIZ Butterkeks 200 g
                    ","
				€ 1,19
			"
Je 200-g-Packung,"
                        FARMER Erdnüsse im Teigmantel 200 g
                    ","
				€ 0,89
			"
"Je 3 x 25 g = 75-g-PackungVersch. Sorten:
	","
                        GUT BIO Bio-Knusperriegel 75 g
                    ","
				€ 0,99
			"
Je 90-g-Packung,"
                        SUN SNACKS Linsen-Chips 90 g
                    ","
				€ 0,99
			"
Je 266-g-Packung,"
                        CHOCEUR® Mini-Schokoküsse 266 g
                    ","
				€ 1,39
			"
Je 150-g-Packung,"
                        CHOCEUR® Coconut Kiss 150 g
                    ","
				€ 1,39
			"
Je 300-g-PackungMOSER ROTH: Seit 1896 steht der Name Moser Roth für exquisiten Schokoladen- Genuss und edle Kompositionen,"
                        MOSER ROTH Pralinen Feine Auswahl 300 g
                    ","
				€ 3,99
			"
Je 300-g-PackungMit Rainforest Alliance-zertifiziertem Kakao,"
                        CHOCEUR® Riesen-Schokoküsse 300 g
                    ","
				€ 1,39
			"
"Je 70-g-Packung50 DrageesVersch. Sorten:
	","
                        FRESH & FREE Kaugummi 70g
                    ","
				€ 1,29
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        ROI DE TREFLE Zarte Scheiben 200 g
                    ","
				€ 2,19
			"
Je 200-g-Packung Je 5 Stück,"
                        Snickers® Crisp 200 g
                    ","
				€ 1,89
			"
"Je 200-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Ostervielfalt 200 g
                    ","
				€ 1,69
			"
Je 200-g- PackungDie Sorte mit Zartbitterschokolade ist vegan,"
                        GUT BIO Bio-Hafercookies 200 g
                    ","
				€ 1,29
			"
"Je 150-g-PackungIn VollmilchschokoladeOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Doppelt gefüllte Eier 150 g
                    ","
				€ 1,49
			"
"Ganze Kerne, naturbelassenMild-süßlich im GeschmackIdeal zum Verfeinern von Gerichten, Salaten, Suppen und Saucen50-g-Beutel","
                        Sweet Valley Pinienkerne 50g
                    ","
				€ 1,99
			"
"Je 144-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Schoko-Eier mit Löffel 144 g
                    ","
				€ 1,79
			"
Je StückSchokoladen-Ei aus AlpenmilchschokoladeOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Präsent-Ei 350 g
                    ","
				€ 2,99
			"
Je 300-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Gefüllte Eier 300 g
                    ","
				€ 1,89
			"
"Je 150-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und KleinVersch. Sorten:
	","
                        OSTERPHANTASIE Mini-Osterhäschen 150 g
                    ","
				€ 1,89
			"
Je 150-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Eierlikör-Eier 150 g
                    ","
				€ 0,99
			"
Je 200-g-PackungOSTERPHANTASIE: Unsere Marke für süße Leckereien zur Osterzeit. Festliche Vielfalt mit hochwertigen Zutaten: ein Genuss für Groß und Klein,"
                        OSTERPHANTASIE Schokoladeneier 200 g
                    ","
				€ 1,49
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        rio d’oro Fruchtgummi 200 g
                    ","
				€ 0,89
			"
Je 200-g-Packung,"
                        SUN SNACKS Erdnussflips 200 g
                    ","
				€ 0,69
			"
"Versch. Gewichte, z.B. 300 gMind. 6 Monate gereiftVersch. Sorten:
	","
                        Meine Käsetheke Weltmeisterkäse
                    ","
				€ 10,59
			"
"Je 1-kg-PackungNUTRI-SCORE: AVersch. Sorten:
	","
                        ALL SEASONS Tiefkühlgemüse 1 kg
                    ","
				€ 1,69
			"
"Je 2 x 80 g = 160-g-PackungOhne ÖlVersch. Sorten:
	","
                        LYTTOS Snack-Würfel 160 g
                    ","
				€ 1,79
			"
"Je 6er-PackungVersch. Sorten:
	","
                        Mucci Premium Stieleis 6 x 120 ml
                    ","
				€ 1,99
			"
"Je 900-ml-PackungVersch. Sorten:
	","
                        Mucci My Moments gestrudelt 900 ml
                    ","
				€ 1,75
			"
Je 500-g-Packung,"
                        Jack‘s Farm Hähnchen Cordon bleu 500 g
                    ","
				€ 2,99
			"
"Je 500-g-BecherVersch. Sorten:
	","
                        MILSANI Laktosefreier Joghurt 500 g
                    ","
				€ 0,65
			"
Je 200-g-Packung,"
                        ALMARE Räucherlachs 200 g
                    ","
				€ 3,49
			"
Nach italienischer RezepturHoch aromatisch und herrlich pikant im GeschmackPur oder auf Brot sehr leckerAuch für würzige Soßen perfekt geeignet200-g-Packung,"
                        CUCINA Gorgonzola Pikant 200g
                    ","
				€ 1,79
			"
"Je 125-g-PackungVersch. Sorten:
	","
                        ALMARE Stremellachs 125 g
                    ","
				€ 1,99
			"
"Je 150-g-BecherVersch. Sorten:
	","
                        MILSANI Sahnejoghurt 150 g
                    ","
				€ 0,29
			"
Je 200-g-BecherMindestens 30 % FettWärmebehandeltIdeal für Saucen und Desserts,"
                        milfina Schlagsahne 200g
                    ","
				€ 0,65
			"
Je 600-g-Packung,"
                        CUCINA NOBILE Gnocchi oder Tagliatelle 600 g
                    ","
				€ 1,19
			"
"Flasche aus 50% recyceltem KunststoffFrische Qualität aus regionaler ErzeugungLeichter Genuss mit 1,5 % FettAus der Kühlung1-l-Flasche","
                        Einfach Regional Fettarme Milch 1,5% Fett 1 Liter
                    ","
				€ 0,95
			"
